coef,err,varname
-0.39577558337701,1.0993736443003,np.log(gdp)
0.047754557462026,0.116853601450587,np.log(fdi)
0.723362597911008,0.449062671136298,i
-0.303786549390077,0.454751836340298,rnr
-0.086605635458868,0.510203484404261,rr
