,Year,fiscalrevenue,soerevenue,specific,nightlights,latitude,longitude,population_log
343,1996,235.0,7.0,423.0,,33.4313,101.4855,9.778944000000001
344,1997,6555.0,458.0,8481.0,1.3636886000000001,39.939167,116.09167,12.385808
345,1997,21991.0,6549.0,8676.0,2.596549,39.698334,115.9925,13.531225
346,1997,6519.0,276.0,15224.0,1.5706965,40.37,116.83,12.961615
347,1997,8068.0,474.0,12006.0,1.2408533000000002,40.45,115.95,12.512031
348,1997,,,,1.10944,37.67,114.38,12.300442
349,1997,,,,0.63497585,38.23,114.2,13.0057955
350,1997,,,,1.3725044,38.3,114.37,12.649417999999999
351,1997,,,,,38.43,114.55,12.897135
352,1997,,,,2.2025437,38.06453,114.069374,11.49262
353,1997,,,,,38.13,114.55,13.246042000000001
354,1997,,,,2.2157803,37.87,114.67,12.785547
355,1997,,,,,38.18,115.2,12.412061999999999
356,1997,,,,1.952864,38.17,114.97,13.067117
